"x [mm]" "px [rad]" "y [mm]" "py [rad]" "z [mm]" "Ek [MeV]" "t [ns]"
0.0 0.0 0.0 0.0 0.0 200.00022106244504 0.0
-5.802741762422914 0.06817533051521274 -1.3162926182202457 0.02982041493880781 0.0 200.0002199571737 5.9057369113202006e-05
-3.1252573199979987 0.012465773294817451 0.4978802186776231 -0.0031354356922961646 0.0 200.00022270718378 4.555057671729187e-06
-2.5033867145249515 0.010131335106631459 -0.400242535479392 0.013492506502288903 0.0 200.00022083041728 4.724692875571376e-05
-1.029817003626616 0.0199260142720177 2.8094956780881803 -0.07768986690547912 0.0 200.00022022307917 2.7335872802942857e-05
-7.466217816835945 -0.005730916032461648 4.784046180519733 0.0014170051867505786 0.0 200.0002227242448 4.84707346753619e-05
-0.509689674271644 -0.06027800476576387 -1.2439421387532887 -0.027048063808393256 0.0 200.00022123927093 -1.1001948175152576e-05
-4.046965265851302 -0.00921278092516457 -3.955154291586255 -0.01179704314259169 0.0 200.00021945644826 -3.315815616934982e-05
5.61267062934251 -0.013289183823963038 -6.416955263913968 -0.015530323417271213 0.0 200.0002219417628 -3.9616867798484834e-05
5.308817368097373 0.011795344121878932 0.699796178358435 -0.027223911111068182 0.0 200.00021972718625 -1.615307675233283e-05
0.0927036521716438 0.00919588471336953 -1.4089712815351756 0.0020145989982156584 0.0 200.0002206521959 -2.005902586198545e-05
2.212017452928471 -0.05250767185587989 1.1827280831903808 -0.024750093387581735 0.0 200.0002206080431 5.610707259788996e-06
5.362436910708393 0.0016088099298812242 -1.522293537907999 -0.027593917919004684 0.0 200.00022120832077 2.3055867970136295e-05
-3.747988166100588 -0.020841799127359586 4.061883311473971 0.012256270189562754 0.0 200.00022040778381 -2.7537023713961764e-05
1.0248326910034382 0.027411572495392885 -0.1847522374160392 -0.035442612907853784 0.0 200.00021932500056 1.4725539303391376e-05
-4.895513773364986 -0.0054998340504178915 -6.236410708963169 0.03580966321387482 0.0 200.00022225499765 -3.386017094569517e-05
1.326225540187358 0.0297022537551013 -4.021157698562996 0.0063126690429317475 0.0 200.00022186155763 1.126929496619303e-05
-0.034539236752104 0.012220801192080312 -5.87451086637691 0.0038266451588992788 0.0 200.00021953817085 5.955045380031505e-05
4.179181724889901 0.05918149015770409 -3.188770490443094 -0.0357506763167961 0.0 200.00022021709654 -1.3079780626781638e-05
-6.325399347120132 0.027557656695395217 -4.870062402603209 0.056799986415944394 0.0 200.00022322266992 -2.7234347442116944e-05
0.8815805850587431 -0.004709546415718295 -2.639630978133928 0.02878673643405113 0.0 200.00022210543247 1.9418894744156745e-05
-1.238228786929476 0.04032840920533897 3.616411045575598 0.009093631924930729 0.0 200.00022089321297 -2.1964164262994616e-05
1.4314107030479777 0.012397610131034728 -6.083039091497262 0.020407997703220614 0.0 200.0002216723193 -2.434688402422959e-05
2.218175586148841 0.020581081806930406 -0.1047045535962267 -0.019335772305833925 0.0 200.0002208268655 1.8233402584396707e-05
-1.3026397297820127 0.013364708233399308 3.595558663518399 -0.0453347616442221 0.0 200.00022178064614 5.270678709587264e-06
-7.839207939488073 0.03393476220370947 -3.1068068710471266 -0.02778644749838486 0.0 200.00022054040704 -4.1612646071106045e-05
0.2244766879542221 -0.02513186264680243 -5.635935089204924 -0.02268039006842684 0.0 200.00022031207138 -3.1133421857772628e-06
-3.705999308000678 -0.01333843250082928 3.5523682805070105 -0.03487431095338115 0.0 200.00022324468662 -1.5749168928631857e-05
-3.1230613275200683 0.025672608900675083 -0.2879942070255276 -0.037276054448576006 0.0 200.0002193153563 -3.162958648407576e-05
-3.9079507822428106 0.009672189652071091 -1.042563325984737 0.027993696348982217 0.0 200.00022032615502 2.7095363025682832e-05
3.402078154269023 -0.020951879405642557 -2.242062998020652 -0.024443827130361622 0.0 200.00022108221344 -1.440520259353468e-05
1.1644415044249086 -0.06765029962185824 4.522817585036072 -0.01958773165307809 0.0 200.00021925056694 1.9771554500179352e-05
3.632800627757987 0.046956890704288774 -0.1715936891666691 -0.02251056037199636 0.0 200.00022136447137 -4.088372523412789e-05
0.1292184360204734 -0.0052150441831436585 3.842371432070134 0.01592946329450675 0.0 200.00022199380297 2.44061601843202e-05
-7.115831197372626 -0.007316262609199228 -4.39642619803477 -0.011247584069284434 0.0 200.00022180352823 3.477428973863606e-05
-2.105673053240572 -0.022449651133611997 5.318877185405337 -0.0007108948922936003 0.0 200.00022095143999 8.851993060860232e-06
-2.9939773057594987 -0.014200024795175957 -1.0434698837826095 0.023903634105546447 0.0 200.00022059869139 -2.9866012963199512e-05
0.0559876086141348 -0.0012873664737525748 -1.2471966217584634 0.06873105777454701 0.0 200.00022067115023 -3.022963519407959e-05
1.5249703557301928 0.001933566315586431 -1.583803358753236 -0.04686650066735822 0.0 200.0002213250347 4.949171286782016e-06
1.9648344503930653 -0.015001051335410194 0.7826290905138822 -0.043306027235734255 0.0 200.00022153298485 -1.716678718173699e-05
3.8031911423031857 -0.06301423448834069 -2.569703220946322 0.04552471166658062 0.0 200.00022182800728 1.3479484617913162e-05
2.096809830418835 -0.00904177107928601 1.306801153226442 -0.004032707040122635 0.0 200.00021916693615 -9.771848087200177e-06
-3.790523370447533 -0.044628733108600244 -3.551338638717934 -0.024772927581011107 0.0 200.00022041124652 1.647751818304955e-05
-0.4669462901136652 0.021124290798966553 1.050411019645838 0.021034911532096964 0.0 200.0002194979028 -2.294540380192133e-05
5.206978313166814 -0.015389833859380402 -2.007805126465854 -0.036164702569713734 0.0 200.00022100299302 -1.88571056223683e-05
6.369272986003314 0.002722900219812505 -0.620975637417268 0.015923809638443764 0.0 200.00022117260158 -9.831083956173485e-06
-1.3126384068777588 0.011873163456798744 9.120272549563127 0.05954906885220369 0.0 200.00022062028876 -2.0630970853845956e-05
-1.6241334647825374 0.06291379737148772 0.3819170810326241 -0.061892747355450264 0.0 200.0002222162291 -3.495602509065784e-06
2.2764551916170523 0.018523116197067986 -5.053817610463948 0.008679159635233464 0.0 200.00022243221323 -3.3053813689823145e-05
-2.269114228251143 -0.014638852438435837 -4.282342776899388 -0.0191204509257376 0.0 200.00021986359963 7.285624303974836e-05
0.4471980596558038 0.017725389972886807 -3.73973403517706 0.002951082131135012 0.0 200.0002214809669 -1.2631687416139354e-05
4.297739610242706 -0.020655945768587206 -5.45431858532845 -0.0036225414491013993 0.0 200.0002205413851 2.1072883334236754e-05
4.388960977068392 -0.004828405058907878 4.429944061799388 0.021116713872518237 0.0 200.00022228134026 -4.228014552691748e-06
3.7066239849740223 0.0028885913741265984 2.403519466595723 -0.011687757089354444 0.0 200.00022073798445 -1.3335783831307671e-06
0.2027163827138998 -0.024722560598974642 0.3529742067431597 -0.021882702606993428 0.0 200.00022005484743 8.680969453812053e-06
3.807048373248544 0.06868044159909797 1.0272661252965676 -0.004798891954351653 0.0 200.00022212924398 -2.2284579394546625e-05
-2.4578297473357726 -0.03602138833829815 3.9109609742156737 0.023545737678409905 0.0 200.0002217481738 -8.409040962757047e-05
5.775893505790444 0.05051451806610326 -1.4833209879456637 -0.020830228830268537 0.0 200.00022054967963 3.37892340313695e-05
